x,y,outcome,offset,x1,x2,x3
1,3,154,1,1,3.567701976,6.597234899
1,3,23,1,1,3.161899161,3.294408988
1,3,313,1,1,3.544310245,3.357158365
1,3,20,1,1,1.105084908,4.813857283
1,3,115,1,1,2.379675699,4.593949657
1,3,107,1,1,2.859625836,4.312366291
1,3,26,1,1,2.671136321,3.747954683
1,3,294,1,1,9.430138311,2.954727688
1,3,119,1,1,7.354713125,3.491147159
1,3,73,1,1,6.026232102,3.437756502
1,3,86,1,1,9.906968786,4.252676231
1,3,187,1,1,5.07425142,4.338280229
1,3,76,1,1,0.974743791,5.991625553
1,3,12,1,1,5.195562465,2.834300743
1,3,77,1,1,1.653848635,6.229554907
1,3,30,1,1,0.585812777,2.067613227
1,3,161,1,1,6.878735257,4.212251313
1,3,49,1,1,4.598423759,4.396108576
1,3,107,1,1,7.193414801,3.253671701
1,3,10,1,1,2.150825467,4.115886644
1,3,225,1,1,5.795372401,3.77292873
1,3,291,1,1,8.182051729,6.051049142
1,3,284,1,1,8.151726159,5.606073935
1,3,323,1,1,7.121676168,5.173805971
1,3,18,1,1,2.372329748,2.973288847
1,3,150,1,1,8.694419892,3.085083263
1,3,110,1,1,5.707212126,4.011791696
1,3,598,1,1,8.446011664,4.994118273
1,3,271,1,1,5.687052137,6.882443725
1,3,173,1,1,3.89541078,6.882104258
1,3,83,1,1,4.763366207,4.548911151
1,3,27,1,1,8.334073721,4.522578022
1,3,38,1,1,0.081740982,4.681992442
1,3,68,1,1,5.228382428,6.635485335
1,3,167,1,1,3.164037495,5.327523728
1,3,147,1,1,5.155825869,2.601835692
1,3,76,1,1,9.242865659,2.797999627
1,3,60,1,1,5.051615348,5.052752248
1,3,50,1,1,3.821375307,4.105839542
1,3,225,1,1,1.175407294,6.43441084
1,3,75,1,1,7.838407229,4.731707361
1,3,143,1,1,5.694313099,4.978435759
1,3,110,1,1,7.501756521,6.287740976
1,3,41,1,1,0.02655207,4.77949115
1,3,71,1,1,3.508118838,2.536538893
1,3,174,1,1,7.704793663,5.756518934
1,3,62,1,1,0.054034003,3.248985994
1,3,132,1,1,1.877266845,6.201756812
1,3,75,1,1,3.001406098,5.642232743
1,3,204,1,1,8.324026356,6.335898315
1,3,130,1,1,4.742398436,4.852926543
1,3,368,1,1,0.063297097,6.694224915
1,3,62,1,1,9.040329489,2.38400397
1,3,298,1,1,8.017219739,5.324500339
1,3,139,1,1,8.18751866,6.640132878
1,3,289,1,1,9.510882197,4.38650707
1,3,75,1,1,4.734737483,3.635799967
1,3,35,1,1,8.0790102,4.457911085
1,3,39,1,1,3.580151741,3.808887693
1,3,146,1,1,8.974248168,4.578036901
1,3,14,1,1,5.007043907,3.629759677
1,4,113,1,1,3.656531477,5.394761832
1,4,35,1,1,5.819455597,6.035489273
1,4,27,1,1,2.460128046,3.381121117
1,4,61,1,1,8.972498593,5.326261472
1,4,136,1,1,3.729699366,5.213165744
1,4,113,1,1,6.517680165,5.317360238
1,4,211,1,1,6.387517423,4.617676053
1,4,20,1,1,2.463263887,2.803074988
1,4,172,1,1,6.323455017,3.916300085
1,4,54,1,1,5.096761645,4.133375685
1,4,283,1,1,9.633503239,3.159353181
1,4,353,1,1,9.635819037,5.165849988
1,4,778,1,1,8.859471046,6.630484503
1,4,28,1,1,2.005749267,5.354235907
1,4,792,1,1,9.607352257,6.402471771
1,4,29,1,1,2.514906383,3.859048188
1,4,336,1,1,4.590026543,5.982141177
1,4,87,1,1,2.795426564,2.267802863
1,4,72,1,1,1.984389291,4.835002399
1,4,152,1,1,7.034798591,5.645378476
1,4,7,1,1,0.959620153,2.725080751
1,4,80,1,1,7.028303749,2.302264342
1,4,70,1,1,5.642594438,3.790724795
1,4,336,1,1,9.080706828,5.04234441
1,4,33,1,1,7.247404069,2.808816203
1,4,15,1,1,4.484189991,4.332990913
1,4,302,1,1,5.710496548,3.457160064
1,4,43,1,1,5.187369749,5.325144064
1,4,117,1,1,2.393371408,4.666653667
1,4,64,1,1,5.739030281,2.162563307
1,4,71,1,1,5.214433811,3.898189632
1,4,404,1,1,8.393278757,4.955821512
1,4,41,1,1,3.169910245,5.525846636
1,4,12,1,1,1.175335437,6.810783253
